0.000000 0.000000
0.015708 0.015708
0.031416 0.031416
0.047124 0.047124
0.062832 0.062832
0.078540 0.078539
0.094248 0.094247
0.109956 0.109953
0.125664 0.125658
0.141372 0.141362
0.157080 0.157064
0.172788 0.172762
0.188496 0.188456
0.204204 0.204144
0.219911 0.219826
0.235619 0.235498
0.251327 0.251160
0.267035 0.266809
0.282743 0.282442
0.298451 0.298057
0.314159 0.313649
0.329867 0.329217
0.345575 0.344754
0.361283 0.360258
0.376991 0.375723
0.392699 0.391144
0.408407 0.406516
0.424115 0.421832
0.439823 0.437085
0.455531 0.452269
0.471239 0.467375
0.486947 0.482397
0.502655 0.497324
0.518363 0.512148
0.534071 0.526858
0.549779 0.541446
0.565487 0.555898
0.581195 0.570205
0.596903 0.584354
0.612611 0.598331
0.628319 0.612124
0.644026 0.625719
0.659734 0.639101
0.675442 0.652254
0.691150 0.665163
0.706858 0.677812
0.722566 0.690183
0.738274 0.702259
0.753982 0.714021
0.769690 0.725451
0.785398 0.736529
0.801106 0.747236
0.816814 0.757550
0.832522 0.767451
0.848230 0.776917
0.863938 0.785927
0.879646 0.794458
0.895354 0.802488
0.911062 0.809993
0.926770 0.816951
0.942478 0.823338
0.958186 0.829131
0.973894 0.834305
0.989602 0.838836
1.005310 0.842702
1.021018 0.845877
1.036726 0.848339
1.052434 0.850064
1.068142 0.851029
1.083849 0.851212
1.099557 0.850589
1.115265 0.849140
1.130973 0.846844
1.146681 0.843679
1.162389 0.839628
1.178097 0.834671
1.193805 0.828791
1.209513 0.821973
1.225221 0.814201
1.240929 0.805463
1.256637 0.795747
1.272345 0.785043
1.288053 0.773342
1.303761 0.760639
1.319469 0.746930
1.335177 0.732212
1.350885 0.716487
1.366593 0.699757
1.382301 0.682028
1.398009 0.663309
1.413717 0.643609
1.429425 0.622944
1.445133 0.601331
1.460841 0.578790
1.476549 0.555344
1.492257 0.531020
1.507964 0.505849
1.523672 0.479864
1.539380 0.453103
1.555088 0.425607
1.570796 0.397420
1.586504 0.368590
1.602212 0.339170
1.617920 0.309214
1.633628 0.278782
1.649336 0.247937
1.665044 0.216744
1.680752 0.185274
1.696460 0.153598
1.712168 0.121794
1.727876 0.089940
1.743584 0.058118
1.759292 0.026413
1.775000 -0.005088
1.790708 -0.036296
1.806416 -0.067120
1.822124 -0.097466
1.837832 -0.127241
1.853540 -0.156349
1.869248 -0.184694
1.884956 -0.212181
1.900664 -0.238714
1.916372 -0.264196
1.932079 -0.288535
1.947787 -0.311637
1.963495 -0.333411
1.979203 -0.353770
1.994911 -0.372628
2.010619 -0.389903
2.026327 -0.405518
2.042035 -0.419400
2.057743 -0.431482
2.073451 -0.441701
2.089159 -0.450001
2.104867 -0.456334
2.120575 -0.460658
2.136283 -0.462938
2.151991 -0.463150
2.167699 -0.461277
2.183407 -0.457310
2.199115 -0.451253
2.214823 -0.443116
2.230531 -0.432922
2.246239 -0.420704
2.261947 -0.406504
2.277655 -0.390378
2.293363 -0.372390
2.309071 -0.352617
2.324779 -0.331145
2.340487 -0.308074
2.356194 -0.283513
2.371902 -0.257579
2.387610 -0.230404
2.403318 -0.202125
2.419026 -0.172892
2.434734 -0.142861
2.450442 -0.112197
2.466150 -0.081070
2.481858 -0.049661
2.497566 -0.018151
2.513274 0.013272
2.528982 0.044416
2.544690 0.075090
2.560398 0.105099
2.576106 0.134250
2.591814 0.162353
2.607522 0.189219
2.623230 0.214664
2.638938 0.238513
2.654646 0.260594
2.670354 0.280748
2.686062 0.298824
2.701770 0.314684
2.717478 0.328204
2.733186 0.339272
2.748894 0.347796
2.764602 0.353697
2.780309 0.356917
2.796017 0.357416
2.811725 0.355176
2.827433 0.350198
2.843141 0.342504
2.858849 0.332140
2.874557 0.319173
2.890265 0.303692
2.905973 0.285808
2.921681 0.265656
2.937389 0.243389
2.953097 0.219183
2.968805 0.193231
2.984513 0.165747
3.000221 0.136960
3.015929 0.107115
3.031637 0.076469
3.047345 0.045294
3.063053 0.013866
3.078761 -0.017528
3.094469 -0.048598
3.110177 -0.079055
3.125885 -0.108607
3.141593 -0.136969
3.157301 -0.163863
3.173009 -0.189020
3.188717 -0.212186
3.204425 -0.233119
3.220132 -0.251601
3.235840 -0.267432
3.251548 -0.280438
3.267256 -0.290471
3.282964 -0.297412
3.298672 -0.301173
3.314380 -0.301699
3.330088 -0.298969
3.345796 -0.292997
3.361504 -0.283833
3.377212 -0.271563
3.392920 -0.256309
3.408628 -0.238228
3.424336 -0.217513
3.440044 -0.194389
3.455752 -0.169111
3.471460 -0.141966
3.487168 -0.113263
3.502876 -0.083337
3.518584 -0.052541
3.534292 -0.021244
3.550000 0.010174
3.565708 0.041328
3.581416 0.071827
3.597124 0.101287
3.612832 0.129332
3.628540 0.155595
3.644247 0.179733
3.659955 0.201421
3.675663 0.220365
3.691371 0.236303
3.707079 0.249010
3.722787 0.258301
3.738495 0.264036
3.754203 0.266120
3.769911 0.264511
3.785619 0.259215
3.801327 0.250291
3.817035 0.237850
3.832743 0.222056
3.848451 0.203121
3.864159 0.181307
3.879867 0.156923
3.895575 0.130316
3.911283 0.101873
3.926991 0.072013
3.942699 0.041182
3.958407 0.009845
3.974115 -0.021519
3.989823 -0.052425
4.005531 -0.082388
4.021239 -0.110935
4.036947 -0.137606
4.052655 -0.161970
4.068362 -0.183624
4.084070 -0.202207
4.099778 -0.217404
4.115486 -0.228951
4.131194 -0.236642
4.146902 -0.240334
4.162610 -0.239951
4.178318 -0.235482
4.194026 -0.226989
4.209734 -0.214604
4.225442 -0.198527
4.241150 -0.179026
4.256858 -0.156433
4.272566 -0.131137
4.288274 -0.103581
4.303982 -0.074254
4.319690 -0.043683
4.335398 -0.012422
4.351106 0.018954
4.366814 0.049864
4.382522 0.079728
4.398230 0.107979
4.413938 0.134075
4.429646 0.157511
4.445354 0.177824
4.461062 0.194612
4.476770 0.207533
4.492477 0.216320
4.508185 0.220784
4.523893 0.220822
4.539601 0.216418
4.555309 0.207644
4.571017 0.194666
4.586725 0.177733
4.602433 0.157184
4.618141 0.133432
4.633849 0.106964
4.649557 0.078329
4.665265 0.048126
4.680973 0.016996
4.696681 -0.014396
4.712389 -0.045369
4.728097 -0.075249
4.743805 -0.103375
4.759513 -0.129120
4.775221 -0.151905
4.790929 -0.171209
4.806637 -0.186587
4.822345 -0.197676
4.838053 -0.204211
4.853761 -0.206025
4.869469 -0.203062
4.885177 -0.195376
4.900885 -0.183131
4.916593 -0.166601
4.932300 -0.146166
4.948008 -0.122302
4.963716 -0.095570
4.979424 -0.066608
4.995132 -0.036115
5.010840 -0.004833
5.026548 0.026470
5.042256 0.057016
5.057964 0.086043
5.073672 0.112814
5.089380 0.136648
5.105088 0.156928
5.120796 0.173125
5.136504 0.184810
5.152212 0.191666
5.167920 0.193500
5.183628 0.190248
5.199336 0.181982
5.215044 0.168905
5.230752 0.151353
5.246460 0.129783
5.262168 0.104767
5.277876 0.076975
5.293584 0.047159
5.309292 0.016132
5.325000 -0.015248
5.340708 -0.046111
5.356415 -0.075589
5.372123 -0.102848
5.387831 -0.127110
5.403539 -0.147674
5.419247 -0.163939
5.434955 -0.175425
5.450663 -0.181785
5.466371 -0.182818
5.482079 -0.178478
5.497787 -0.168880
5.513495 -0.154292
5.529203 -0.135137
5.544911 -0.111976
5.560619 -0.085498
5.576327 -0.056497
5.592035 -0.025852
5.607743 0.005501
5.623451 0.036595
5.639159 0.066465
5.654867 0.094173
5.670575 0.118844
5.686283 0.139690
5.701991 0.156040
5.717699 0.167358
5.733407 0.173269
5.749115 0.173566
5.764823 0.168224
5.780530 0.157404
5.796238 0.141444
5.811946 0.120859
5.827654 0.096318
5.843362 0.068629
5.859070 0.038713
5.874778 0.007572
5.890486 -0.023741
5.906194 -0.054161
5.921902 -0.082643
5.937610 -0.108201
5.953318 -0.129942
5.969026 -0.147099
5.984734 -0.159062
6.000442 -0.165395
6.016150 -0.165860
6.031858 -0.160426
6.047566 -0.149271
6.063274 -0.132781
6.078982 -0.111538
6.094690 -0.086302
6.110398 -0.057981
6.126106 -0.027607
6.141814 0.003706
6.157522 0.034801
6.173230 0.064519
6.188938 0.091745
6.204645 0.115449
6.220353 0.134726
6.236061 0.148832
6.251769 0.157217
6.267477 0.159544
6.283185 0.155708
